juz,no_ayat,sent,tag,pos,sentence #
4,128,"['Dan', 'jika', 'seorang', 'wanita', 'khawatir', 'akan', 'nusyuz', 'atau', 'sikap', 'tidak', 'acuh', 'dari', 'suaminya', 'maka', 'tidak', 'mengapa', 'bagi', 'keduanya', 'mengadakan', 'perdamaian', 'yang', 'sebenar-benarnya', 'dan', 'perdamaian', 'itu', 'lebih', 'baik', 'bagi', 'mereka', 'walaupun', 'manusia', 'itu', 'menurut', 'tabiatnya', 'kikir', 'Dan', 'jika', 'kamu', 'bergaul', 'dengan', 'isterimu', 'secara', 'baik', 'dan', 'memelihara', 'dirimu', 'dari', 'nusyuz', 'dan', 'sikap', 'tak', 'acuh', 'maka', 'sesungguhnya', 'Allah', 'adalah', 'Maha', 'Mengetahui', 'apa', 'yang', 'kamu', 'kerjakan']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['CC', 'SC', 'NND', 'NN', 'JJ', 'MD', 'VB', 'CC', 'NN', 'NEG', 'VB', 'IN', 'NN', 'SC', 'NEG', 'WH', 'IN', 'CD', 'VB', 'NN', 'SC', 'RB', 'CC', 'NN', 'PR', 'RB', 'JJ', 'IN', 'PRP', 'SC', 'NN', 'PR', 'IN', 'RB', 'VB', 'NNP', 'SC', 'VB', 'NN', 'SC', 'VB', 'IN', 'JJ', 'CC', 'NN', 'VB', 'IN', 'NN', 'CC', 'NN', 'NEG', 'VB', 'SC', 'RB', 'NNP', 'VB', 'NNP', 'NNP', 'WH', 'SC', 'VB', 'VB']",621
4,13,"['Hukum-hukum', 'tersebut', 'itu', 'adalah', 'ketentuan-ketentuan', 'dari', 'Allah', 'Barangsiapa', 'taat', 'kepada', 'Allah', 'dan', 'Rasul-Nya', 'niscaya', 'Allah', 'memasukkannya', 'kedalam', 'surga', 'yang', 'mengalir', 'didalamnya', 'sungai-sungai', 'sedang', 'mereka', 'kekal', 'di', 'dalamnya', 'dan', 'itulah', 'kemenangan', 'yang', 'besar']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['NN', 'PR', 'PR', 'VB', 'NN', 'IN', 'NNP', 'NNP', 'NN', 'IN', 'NNP', 'CC', 'NNP', 'NNP', 'NNP', 'RB', 'NN', 'NN', 'SC', 'VB', 'RB', 'VB', 'MD', 'PRP', 'VB', 'IN', 'NN', 'CC', 'NN', 'NN', 'SC', 'JJ']",506
4,5,"['Dan', 'janganlah', 'kamu', 'serahkan', 'kepada', 'orang-orang', 'yang', 'belum', 'sempurna', 'akalnya', 'harta', 'mereka', 'yang', 'ada', 'dalam', 'kekuasaanmu', 'yang', 'dijadikan', 'Allah', 'sebagai', 'pokok', 'kehidupan', 'Berilah', 'mereka', 'belanja', 'dan', 'pakaian', 'dari', 'hasil', 'harta', 'itu', 'dan', 'ucapkanlah', 'kepada', 'mereka', 'kata-kata', 'yang', 'baik']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['CC', 'NN', 'NN', 'VB', 'IN', 'NN', 'SC', 'NEG', 'VB', 'NN', 'NN', 'PRP', 'SC', 'VB', 'IN', 'NN', 'SC', 'VB', 'NNP', 'IN', 'NN', 'NN', 'NN', 'PRP', 'NN', 'CC', 'NN', 'IN', 'NN', 'NN', 'PR', 'CC', 'VB', 'IN', 'PRP', 'VB', 'SC', 'JJ']",498
1,1,"['Dengan', 'menyebut', 'nama', 'Allah', 'Yang', 'Maha', 'Pemurah', 'lagi', 'Maha', 'Penyayang']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['SC', 'VB', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'RB', 'NNP', 'NNP']",1
4,146,"['Kecuali', 'orang-orang', 'yang', 'taubat', 'dan', 'mengadakan', 'perbaikan', 'dan', 'berpegang', 'teguh', 'pada', 'agama', 'Allah', 'dan', 'tulus', 'ikhlas', 'mengerjakan', 'agama', 'mereka', 'karena', 'Allah', 'Maka', 'mereka', 'itu', 'adalah', 'bersama-sama', 'orang', 'yang', 'beriman', 'dan', 'kelak', 'Allah', 'akan', 'memberikan', 'kepada', 'orang-orang', 'yang', 'beriman', 'pahala', 'yang', 'besar']","['O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O']","['NN', 'NN', 'SC', 'NN', 'CC', 'VB', 'NN', 'CC', 'NN', 'JJ', 'IN', 'NN', 'NNP', 'CC', 'NN', 'JJ', 'VB', 'NN', 'PRP', 'SC', 'NNP', 'NNP', 'PRP', 'PR', 'VB', 'VB', 'NN', 'SC', 'NN', 'CC', 'VB', 'NNP', 'MD', 'VB', 'IN', 'NN', 'SC', 'NN', 'NN', 'SC', 'JJ']",639
6,151,"['Katakanlah', 'Marilah', 'kubacakan', 'apa', 'yang', 'diharamkan', 'atas', 'kamu', 'oleh', 'Tuhanmu', 'yaitu', 'janganlah', 'kamu', 'mempersekutukan', 'sesuatu', 'dengan', 'Dia', 'berbuat', 'baiklah', 'terhadap', 'kedua', 'orang', 'ibu', 'bapa', 'dan', 'janganlah', 'kamu', 'membunuh', 'anak-anak', 'kamu', 'karena', 'takut', 'kemiskinan', 'Kami', 'akan', 'memberi', 'rezeki', 'kepadamu', 'dan', 'kepada', 'mereka', 'dan', 'janganlah', 'kamu', 'mendekati', 'perbuatan-perbuatan', 'yang', 'keji', 'baik', 'yang', 'nampak', 'di', 'antaranya', 'maupun', 'yang', 'tersembunyi', 'dan', 'janganlah', 'kamu', 'membunuh', 'jiwa', 'yang', 'diharamkan', 'Allah', 'membunuhnya', 'melainkan', 'dengan', 'sesuatu', 'sebab', 'yang', 'benar', 'Demikian', 'itu', 'yang', 'diperintahkan', 'kepadamu', 'supaya', 'kamu', 'memahaminya']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['NNP', 'NNP', 'VB', 'WH', 'SC', 'VB', 'IN', 'NN', 'IN', 'NNP', 'SC', 'VB', 'NN', 'VB', 'PRP', 'IN', 'NNP', 'VB', 'NN', 'IN', 'CD', 'NN', 'NN', 'WH', 'CC', 'NN', 'NN', 'VB', 'NN', 'NN', 'SC', 'VB', 'NN', 'PRP', 'MD', 'VB', 'VB', 'NN', 'CC', 'IN', 'PRP', 'CC', 'NN', 'NN', 'VB', 'NN', 'SC', 'VB', 'JJ', 'SC', 'VB', 'IN', 'NN', 'CC', 'SC', 'VB', 'CC', 'NN', 'NN', 'VB', 'NN', 'SC', 'VB', 'NNP', 'RB', 'VB', 'IN', 'CD', 'SC', 'SC', 'JJ', 'NN', 'PR', 'SC', 'VB', 'NN', 'SC', 'VB', 'RB']",940
5,100,"['Katakanlah', 'Tidak', 'sama', 'yang', 'buruk', 'dengan', 'yang', 'baik', 'meskipun', 'banyaknya', 'yang', 'buruk', 'itu', 'menarik', 'hatimu', 'maka', 'bertakwalah', 'kepada', 'Allah', 'hai', 'orang-orang', 'berakal', 'agar', 'kamu', 'mendapat', 'keberuntungan']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O']","['NNP', 'NEG', 'JJ', 'SC', 'JJ', 'IN', 'SC', 'JJ', 'SC', 'RB', 'SC', 'JJ', 'PR', 'VB', 'NN', 'SC', 'VB', 'IN', 'NNP', 'VB', 'NN', 'JJ', 'SC', 'VB', 'VB', 'NN']",769
2,96,"['Dan', 'sungguh', 'kamu', 'akan', 'mendapati', 'mereka', 'manusia', 'yang', 'paling', 'loba', 'kepada', 'kehidupan', 'di', 'dunia', 'bahkan', 'lebih', 'loba', 'lagi', 'dari', 'orang-orang', 'musyrik', 'Masing-masing', 'mereka', 'ingin', 'agar', 'diberi', 'umur', 'seribu', 'tahun', 'padahal', 'umur', 'panjang', 'itu', 'sekali-kali', 'tidak', 'akan', 'menjauhkannya', 'daripada', 'siksa', 'Allah', 'Maha', 'Mengetahui', 'apa', 'yang', 'mereka', 'kerjakan']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['CC', 'VB', 'NN', 'MD', 'VB', 'PRP', 'NN', 'SC', 'RB', 'VB', 'IN', 'NN', 'IN', 'NN', 'RB', 'RB', 'VB', 'RB', 'IN', 'NN', 'NN', 'NN', 'PRP', 'RB', 'SC', 'VB', 'NN', 'CD', 'NN', 'CC', 'NN', 'JJ', 'PR', 'RB', 'NEG', 'MD', 'RB', 'IN', 'NN', 'NNP', 'NNP', 'NNP', 'WH', 'SC', 'PRP', 'VB']",103
3,39,"['Kemudian', 'Malaikat', 'Jibril', 'memanggil', 'Zakariya', 'sedang', 'ia', 'tengah', 'berdiri', 'melakukan', 'shalat', 'di', 'mihrab', 'katanya', 'Sesungguhnya', 'Allah', 'menggembirakan', 'kamu', 'dengan', 'kelahiran', 'seorang', 'puteramu', 'Yahya', 'yang', 'membenarkan', 'kalimat', 'yang', 'datang', 'dari', 'Allah', 'menjadi', 'ikutan', 'menahan', 'diri', 'dari', 'hawa', 'nafsu', 'dan', 'seorang', 'Nabi', 'termasuk', 'keturunan', 'orang-orang', 'saleh']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'MD', 'PRP', 'MD', 'VB', 'VB', 'NN', 'IN', 'NN', 'NN', 'NNP', 'NNP', 'VB', 'NN', 'IN', 'NN', 'NND', 'NN', 'NNP', 'SC', 'VB', 'NN', 'SC', 'VB', 'IN', 'NNP', 'VB', 'NN', 'VB', 'NN', 'IN', 'NN', 'NN', 'CC', 'NND', 'NNP', 'VB', 'NN', 'NN', 'IN']",332
2,224,"['Jangahlah', 'kamu', 'jadikan', 'nama', 'Allah', 'dalam', 'sumpahmu', 'sebagai', 'penghalang', 'untuk', 'berbuat', 'kebajikan', 'bertakwa', 'dan', 'mengadakan', 'ishlah', 'di', 'antara', 'manusia', 'Dan', 'Allah', 'Maha', 'Mendengar', 'lagi', 'Maha', 'Mengetahui']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['NN', 'NN', 'VB', 'NN', 'NNP', 'IN', 'NN', 'IN', 'NN', 'SC', 'VB', 'VB', 'NN', 'CC', 'VB', 'NN', 'IN', 'NN', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'RB', 'NNP', 'NNP']",231
3,79,"['Tidak', 'wajar', 'bagi', 'seseorang', 'manusia', 'yang', 'Allah', 'berikan', 'kepadanya', 'Al', 'Kitab', 'hikmah', 'dan', 'kenabian', 'lalu', 'dia', 'berkata', 'kepada', 'manusia', 'Hendaklah', 'kamu', 'menjadi', 'penyembah-penyembahku', 'bukan', 'penyembah', 'Allah', 'Akan', 'tetapi', 'dia', 'berkata', 'Hendaklah', 'kamu', 'menjadi', 'orang-orang', 'rabbani', 'karena', 'kamu', 'selalu', 'mengajarkan', 'Al', 'Kitab', 'dan', 'disebabkan', 'kamu', 'tetap', 'mempelajarinya']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['NEG', 'JJ', 'IN', 'NN', 'NN', 'SC', 'NNP', 'VB', 'NN', 'NNP', 'NNP', 'VB', 'CC', 'NN', 'CC', 'PRP', 'VB', 'IN', 'NN', 'NNP', 'NNP', 'VB', 'NN', 'NEG', 'VB', 'NNP', 'NNP', 'CC', 'PRP', 'VB', 'NNP', 'NNP', 'VB', 'NN', 'VB', 'SC', 'VB', 'RB', 'VB', 'NNP', 'NNP', 'CC', 'VB', 'NN', 'RB', 'RB']",372
6,144,"['dan', 'sepasang', 'dari', 'unta', 'dan', 'sepasang', 'dari', 'lembu', 'Katakanlah', 'Apakah', 'dua', 'yang', 'jantan', 'yang', 'diharamkan', 'ataukah', 'dua', 'yang', 'betina', 'ataukah', 'yang', 'ada', 'dalam', 'kandungan', 'dua', 'betinanya', 'Apakah', 'kamu', 'menyaksikan', 'di', 'waktu', 'Allah', 'menetapkan', 'ini', 'bagimu', 'Maka', 'siapakah', 'yang', 'lebih', 'zalim', 'daripada', 'orang-orang', 'yang', 'membuat-buat', 'dusta', 'terhadap', 'Allah', 'untuk', 'menyesatkan', 'manusia', 'tanpa', 'pengetahuan', 'Sesungguhnya', 'Allah', 'tidak', 'memberi', 'petunjuk', 'kepada', 'orang-orang', 'yang', 'zalim']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+I-PER', 'O+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER']","['CC', 'NN', 'IN', 'NN', 'CC', 'NN', 'IN', 'NN', 'NNP', 'NNP', 'CD', 'SC', 'NN', 'SC', 'VB', 'NN', 'CD', 'SC', 'VB', 'NN', 'SC', 'VB', 'IN', 'NN', 'CD', 'NN', 'NNP', 'NNP', 'VB', 'IN', 'NN', 'NNP', 'VB', 'PR', 'VB', 'NNP', 'WH', 'SC', 'RB', 'JJ', 'IN', 'NN', 'SC', 'VB', 'NN', 'IN', 'NNP', 'SC', 'VB', 'NN', 'IN', 'NN', 'NNP', 'NNP', 'NEG', 'VB', 'VB', 'IN', 'NN', 'SC', 'NN']",933
3,20,"['Kemudian', 'jika', 'mereka', 'mendebat', 'kamu', 'tentang', 'kebenaran', 'Islam', 'maka', 'katakanlah', 'Aku', 'menyerahkan', 'diriku', 'kepada', 'Allah', 'dan', 'demikian', 'pula', 'orang-orang', 'yang', 'mengikutiku', 'Dan', 'katakanlah', 'kepada', 'orang-orang', 'yang', 'telah', 'diberi', 'Al', 'Kitab', 'dan', 'kepada', 'orang-orang', 'yang', 'ummi', 'Apakah', 'kamu', 'mau', 'masuk', 'Islam', 'Jika', 'mereka', 'masuk', 'Islam', 'sesungguhnya', 'mereka', 'telah', 'mendapat', 'petunjuk', 'dan', 'jika', 'mereka', 'berpaling', 'maka', 'kewajiban', 'kamu', 'hanyalah', 'menyampaikan', 'ayat-ayat', 'Allah', 'Dan', 'Allah', 'Maha', 'Melihat', 'akan', 'hamba-hamba-Nya']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['CC', 'SC', 'PRP', 'VB', 'NN', 'IN', 'NN', 'NNP', 'SC', 'VB', 'NNP', 'VB', 'NN', 'IN', 'NNP', 'CC', 'PR', 'RB', 'NN', 'SC', 'VB', 'NNP', 'VB', 'IN', 'NN', 'SC', 'MD', 'VB', 'NNP', 'NNP', 'CC', 'IN', 'NN', 'SC', 'NN', 'NNP', 'VB', 'RB', 'VB', 'NNP', 'NNP', 'PRP', 'VB', 'NNP', 'RB', 'PRP', 'MD', 'VB', 'NN', 'CC', 'SC', 'PRP', 'VB', 'SC', 'NN', 'NN', 'NN', 'VB', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'MD', 'VB']",313
5,14,"['Dan', 'diantara', 'orang-orang', 'yang', 'mengatakan', 'Sesungguhnya', 'kami', 'ini', 'orang-orang', 'Nasrani', 'ada', 'yang', 'telah', 'kami', 'ambil', 'perjanjian', 'mereka', 'tetapi', 'mereka', 'sengaja', 'melupakan', 'sebagian', 'dari', 'apa', 'yang', 'mereka', 'telah', 'diberi', 'peringatan', 'dengannya', 'maka', 'Kami', 'timbulkan', 'di', 'antara', 'mereka', 'permusuhan', 'dan', 'kebencian', 'sampai', 'hari', 'kiamat', 'Dan', 'kelak', 'Allah', 'akan', 'memberitakan', 'kepada', 'mereka', 'apa', 'yang', 'mereka', 'kerjakan']","['O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['CC', 'NN', 'NN', 'SC', 'VB', 'RB', 'PRP', 'PR', 'NN', 'NNP', 'VB', 'SC', 'MD', 'PRP', 'VB', 'NN', 'PRP', 'CC', 'PRP', 'RB', 'VB', 'CD', 'IN', 'WH', 'SC', 'PRP', 'MD', 'VB', 'NN', 'NN', 'SC', 'PRP', 'VB', 'IN', 'NN', 'PRP', 'NN', 'CC', 'NN', 'IN', 'NN', 'NN', 'NNP', 'VB', 'NNP', 'MD', 'VB', 'IN', 'PRP', 'WH', 'SC', 'PRP', 'VB']",683
6,102,"['Yang', 'memiliki', 'sifat-sifat', 'yang', 'demikian', 'itu', 'ialah', 'Allah', 'Tuhan', 'kamu', 'tidak', 'ada', 'Tuhan', 'selain', 'Dia', 'Pencipta', 'segala', 'sesuatu', 'maka', 'sembahlah', 'Dia', 'dan', 'Dia', 'adalah', 'Pemelihara', 'segala', 'sesuatu']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['SC', 'VB', 'NN', 'SC', 'PR', 'PR', 'VB', 'NNP', 'NNP', 'NNP', 'NEG', 'VB', 'NN', 'IN', 'NNP', 'NNP', 'CD', 'CD', 'SC', 'VB', 'NNP', 'CC', 'PRP', 'VB', 'NNP', 'CD', 'CD']",891
5,58,"['Dan', 'apabila', 'kamu', 'menyeru', 'mereka', 'untuk', 'mengerjakan', 'sembahyang', 'mereka', 'menjadikannya', 'buah', 'ejekan', 'dan', 'permainan', 'Yang', 'demikian', 'itu', 'adalah', 'karena', 'mereka', 'benar-benar', 'kaum', 'yang', 'tidak', 'mau', 'mempergunakan', 'akal']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['CC', 'SC', 'VB', 'VB', 'PRP', 'SC', 'VB', 'NN', 'PRP', 'RB', 'VB', 'VB', 'CC', 'NN', 'NN', 'PR', 'PR', 'VB', 'SC', 'PRP', 'RB', 'NN', 'SC', 'NEG', 'MD', 'VB', 'JJ']",727
6,78,"['Kemudian', 'tatkala', 'ia', 'melihat', 'matahari', 'terbit', 'dia', 'berkata', 'Inilah', 'Tuhanku', 'ini', 'yang', 'lebih', 'besar', 'Maka', 'tatkala', 'matahari', 'itu', 'terbenam', 'dia', 'berkata', 'Hai', 'kaumku', 'sesungguhnya', 'aku', 'berlepas', 'diri', 'dari', 'apa', 'yang', 'kamu', 'persekutukan']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['CC', 'NN', 'PRP', 'VB', 'NN', 'NN', 'PRP', 'VB', 'NNP', 'NNP', 'PR', 'SC', 'RB', 'JJ', 'SC', 'NN', 'NN', 'PR', 'VB', 'PRP', 'VB', 'NNP', 'VB', 'RB', 'VB', 'VB', 'NN', 'IN', 'WH', 'SC', 'VB', 'VB']",867
5,28,"['Sungguh', 'kalau', 'kamu', 'menggerakkan', 'tanganmu', 'kepadaku', 'untuk', 'membunuhku', 'aku', 'sekali-kali', 'tidak', 'akan', 'menggerakkan', 'tanganku', 'kepadamu', 'untuk', 'membunuhmu', 'Sesungguhnya', 'aku', 'takut', 'kepada', 'Allah', 'Tuhan', 'seru', 'sekalian', 'alam']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['RB', 'SC', 'VB', 'VB', 'NN', 'NN', 'SC', 'VB', 'NN', 'RB', 'NEG', 'MD', 'VB', 'NN', 'NN', 'SC', 'VB', 'NN', 'NN', 'JJ', 'IN', 'NNP', 'NNP', 'VB', 'NN', 'NN']",697
6,162,"['Katakanlah', 'sesungguhnya', 'sembahyangku', 'ibadatku', 'hidupku', 'dan', 'matiku', 'hanyalah', 'untuk', 'Allah', 'Tuhan', 'semesta', 'alam']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['NN', 'RB', 'VB', 'NN', 'NN', 'CC', 'NN', 'NN', 'SC', 'NNP', 'NNP', 'VB', 'NN']",951
