juz,no_ayat,word_list,pos_list,level_2,level_2,joint_tag
6,157,dengan,SC,O,O,O+O
6,157,siksa,VB,O,O,O+O
6,157,yang,SC,O,O,O+O
6,157,buruk,JJ,O,O,O+O
6,157,disebabkan,VB,O,O,O+O
6,157,mereka,PRP,O,O,O+O
6,157,selalu,RB,O,O,O+O
6,157,berpaling,JJ,O,O,O+O
6,158,Yang,NN,O,O,O+O
6,158,mereka,PRP,O,O,O+O
6,158,nanti-nanti,VB,O,O,O+O
6,158,tidak,NEG,O,O,O+O
6,158,lain,JJ,O,O,O+O
6,158,hanyalah,VB,O,O,O+O
6,158,kedatangan,NN,O,O,O+O
6,158,malaikat,NN,O,O,O+O
6,158,kepada,IN,O,O,O+O
6,158,mereka,PRP,O,O,O+O
6,158,untuk,SC,O,O,O+O
6,158,mencabut,VB,O,O,O+O
6,158,nyawa,NN,O,O,O+O
6,158,mereka,PRP,O,O,O+O
6,158,atau,CC,O,O,O+O
6,158,kedatangan,NN,O,O,O+O
6,158,siksa,VB,O,O,O+O
6,158,Tuhanmu,NNP,O,O,O+O
6,158,atau,CC,O,O,O+O
6,158,kedatangan,NN,O,O,O+O
6,158,beberapa,CD,O,O,O+O
6,158,ayat,NN,O,O,O+O
6,158,Tuhanmu,NNP,O,O,O+O
6,158,Pada,IN,O,O,O+O
6,158,hari,NN,O,O,O+O
6,158,datangnya,NN,O,O,O+O
6,158,ayat,NN,O,O,O+O
6,158,dari,IN,O,O,O+O
6,158,Tuhanmu,NNP,O,O,O+O
6,158,tidaklah,VB,O,O,O+O
6,158,bermanfaat,NN,O,O,O+O
6,158,lagi,RB,O,O,O+O
6,158,iman,NN,O,O,O+O
6,158,seseorang,NN,O,O,O+O
6,158,kepada,IN,O,O,O+O
6,158,dirinya,NN,O,O,O+O
6,158,sendiri,NN,O,O,O+O
6,158,yang,SC,O,O,O+O
6,158,belum,NEG,O,O,O+O
6,158,beriman,NN,O,O,O+O
6,158,sebelum,SC,O,O,O+O
6,158,itu,PR,O,O,O+O
6,158,atau,CC,O,O,O+O
6,158,dia,PRP,O,O,O+O
6,158,belum,NEG,O,O,O+O
6,158,mengusahakan,VB,O,O,O+O
6,158,kebaikan,VB,O,O,O+O
6,158,dalam,IN,O,O,O+O
6,158,masa,NN,O,O,O+O
6,158,imannya,NN,O,O,O+O
6,158,Katakanlah,NNP,O,O,O+O
6,158,Tunggulah,NNP,O,O,O+O
6,158,olehmu,VB,O,O,O+O
6,158,sesungguhnya,RB,O,O,O+O
6,158,Kamipun,SC,O,O,O+O
6,158,menunggu,VB,O,O,O+O
6,158,pula,RB,O,O,O+O
6,159,Sesungguhnya,RB,O,O,O+O
6,159,orang-orang,NN,B-PER,B-PER,B-PER+B-PER
6,159,yang,SC,I-PER,I-PER,I-PER+I-PER
6,159,memecah,VB,I-PER,I-PER,I-PER+I-PER
6,159,belah,NN,I-PER,I-PER,I-PER+I-PER
6,159,agama-Nya,NN,I-PER,I-PER,I-PER+I-PER
6,159,dan,CC,O,O,O+O
6,159,mereka,PRP,O,O,O+O
6,159,menjadi,VB,O,O,O+O
6,159,bergolongan,NN,O,O,O+O
6,159,tidak,NEG,O,O,O+O
6,159,ada,VB,O,O,O+O
6,159,sedikitpun,SC,O,O,O+O
6,159,tanggung,VB,O,O,O+O
6,159,jawabmu,VB,O,O,O+O
6,159,kepada,IN,O,O,O+O
6,159,mereka,PRP,O,O,O+O
6,159,Sesungguhnya,RB,O,O,O+O
6,159,urusan,NN,O,O,O+O
6,159,mereka,PRP,O,O,O+O
6,159,hanyalah,VB,O,O,O+O
6,159,terserah,NN,O,O,O+O
6,159,kepada,IN,O,O,O+O
6,159,Allah,NNP,O,O,O+O
6,159,kemudian,CC,O,O,O+O
6,159,Allah,NNP,O,O,O+O
6,159,akan,MD,O,O,O+O
6,159,memberitahukan,VB,O,O,O+O
6,159,kepada,IN,O,O,O+O
6,159,mereka,PRP,O,O,O+O
6,159,apa,WH,O,O,O+O
6,159,yang,SC,O,O,O+O
6,159,telah,MD,O,O,O+O
6,159,mereka,PRP,O,O,O+O
6,159,perbuat,VB,O,O,O+O
6,160,Barangsiapa,SC,O,O,O+O
6,160,membawa,VB,O,O,O+O
6,160,amal,NN,O,O,O+O
6,160,yang,SC,O,O,O+O
6,160,baik,JJ,O,O,O+O
6,160,maka,SC,O,O,O+O
6,160,baginya,RB,O,O,O+O
6,160,pahala,VB,O,O,O+O
6,160,sepuluh,CD,O,O,O+O
6,160,kali,NND,O,O,O+O
6,160,lipat,NND,O,O,O+O
6,160,amalnya,NN,O,O,O+O
6,160,dan,CC,O,O,O+O
6,160,barangsiapa,WH,O,O,O+O
6,160,yang,SC,O,O,O+O
6,160,membawa,VB,O,O,O+O
6,160,perbuatan,NN,O,O,O+O
6,160,jahat,VB,O,O,O+O
6,160,maka,SC,O,O,O+O
6,160,dia,PRP,O,O,O+O
6,160,tidak,NEG,O,O,O+O
6,160,diberi,VB,O,O,O+O
6,160,pembalasan,NN,O,O,O+O
6,160,melainkan,VB,O,O,O+O
6,160,seimbang,NN,O,O,O+O
6,160,dengan,SC,O,O,O+O
6,160,kejahatannya,RB,O,O,O+O
6,160,sedang,MD,O,O,O+O
6,160,mereka,PRP,O,O,O+O
6,160,sedikitpun,SC,O,O,O+O
6,160,tidak,NEG,O,O,O+O
6,160,dianiaya,VB,O,O,O+O
6,160,dirugikan,VB,O,O,O+O
6,161,Katakanlah,NNP,O,O,O+O
6,161,Sesungguhnya,NNP,O,O,O+O
6,161,aku,VB,O,O,O+O
6,161,telah,MD,O,O,O+O
6,161,ditunjuki,VB,O,O,O+O
6,161,oleh,IN,O,O,O+O
6,161,Tuhanku,NNP,O,O,O+O
6,161,kepada,IN,O,O,O+O
6,161,jalan,NN,O,O,O+O
6,161,yang,SC,O,O,O+O
6,161,lurus,VB,O,O,O+O
6,161,yaitu,SC,O,O,O+O
6,161,agama,NN,O,O,O+O
6,161,yang,SC,O,O,O+O
6,161,benar,JJ,O,O,O+O
6,161,agama,NN,O,O,O+O
6,161,Ibrahim,NNP,B-PER,B-PER,B-PER+B-PER
6,161,yang,SC,O,O,O+O
6,161,lurus,NN,O,O,O+O
6,161,dan,CC,O,O,O+O
6,161,Ibrahim,NNP,B-PER,B-PER,B-PER+B-PER
6,161,itu,PR,O,O,O+O
6,161,bukanlah,MD,O,O,O+O
6,161,termasuk,VB,O,O,O+O
6,161,orang-orang,NN,B-PER,B-PER,B-PER+B-PER
6,161,musyrik,NN,I-PER,I-PER,I-PER+I-PER
6,162,Katakanlah,NN,O,O,O+O
6,162,sesungguhnya,RB,O,O,O+O
6,162,sembahyangku,VB,O,O,O+O
6,162,ibadatku,NN,O,O,O+O
6,162,hidupku,NN,O,O,O+O
6,162,dan,CC,O,O,O+O
6,162,matiku,NN,O,O,O+O
6,162,hanyalah,NN,O,O,O+O
6,162,untuk,SC,O,O,O+O
6,162,Allah,NNP,O,O,O+O
6,162,Tuhan,NNP,O,O,O+O
6,162,semesta,VB,O,O,O+O
6,162,alam,NN,O,O,O+O
6,163,Tiada,IN,O,O,O+O
6,163,sekutu,NN,O,O,O+O
6,163,bagi-Nya,NN,O,O,O+O
6,163,dan,CC,O,O,O+O
6,163,demikian,PR,O,O,O+O
6,163,itulah,VB,O,O,O+O
6,163,yang,SC,O,O,O+O
6,163,diperintahkan,VB,O,O,O+O
6,163,kepadaku,NN,O,O,O+O
6,163,dan,CC,O,O,O+O
6,163,aku,NN,O,O,O+O
6,163,adalah,VB,O,O,O+O
6,163,orang,NN,B-PER,B-PER,B-PER+B-PER
6,163,yang,SC,I-PER,I-PER,I-PER+I-PER
6,163,pertama-tama,JJ,I-PER,I-PER,I-PER+I-PER
6,163,menyerahkan,VB,I-PER,I-PER,I-PER+I-PER
6,163,diri,NN,I-PER,I-PER,I-PER+I-PER
6,163,kepada,IN,O,I-PER,O+I-PER
6,163,Allah,NNP,O,I-PER,O+I-PER
6,164,Katakanlah,NNP,O,O,O+O
6,164,Apakah,NNP,O,O,O+O
6,164,aku,VB,O,O,O+O
6,164,akan,MD,O,O,O+O
6,164,mencari,VB,O,O,O+O
6,164,Tuhan,NN,O,O,O+O
6,164,selain,IN,O,O,O+O
6,164,Allah,NNP,O,O,O+O
6,164,padahal,CC,O,O,O+O
6,164,Dia,PRP,O,O,O+O
6,164,adalah,VB,O,O,O+O
6,164,Tuhan,NN,O,O,O+O
6,164,bagi,IN,O,O,O+O
6,164,segala,CD,O,O,O+O
6,164,sesuatu,CD,O,O,O+O
6,164,Dan,CC,O,O,O+O
6,164,tidaklah,CD,O,O,O+O
6,164,seorang,NND,O,O,O+O
6,164,membuat,VB,O,O,O+O
6,164,dosa,NN,O,O,O+O
6,164,melainkan,VB,O,O,O+O
6,164,kemudharatannya,RB,O,O,O+O
6,164,kembali,VB,O,O,O+O
6,164,kepada,IN,O,O,O+O
6,164,dirinya,NN,O,O,O+O
6,164,sendiri,NN,O,O,O+O
6,164,dan,CC,O,O,O+O
6,164,seorang,NND,O,O,O+O
6,164,yang,SC,O,O,O+O
6,164,berdosa,VB,O,O,O+O
6,164,tidak,NEG,O,O,O+O
6,164,akan,MD,O,O,O+O
6,164,memikul,VB,O,O,O+O
6,164,dosa,NN,O,O,O+O
6,164,orang,NN,O,O,O+O
6,164,lain,JJ,O,O,O+O
6,164,Kemudian,NNP,O,O,O+O
6,164,kepada,IN,O,O,O+O
6,164,Tuhanmulah,NNP,O,O,O+O
6,164,kamu,NNP,O,O,O+O
6,164,kembali,VB,O,O,O+O
6,164,dan,CC,O,O,O+O
6,164,akan,MD,O,O,O+O
6,164,diberitakan-Nya,VB,O,O,O+O
6,164,kepadamu,NN,O,O,O+O
6,164,apa,WH,O,O,O+O
6,164,yang,SC,O,O,O+O
6,164,kamu,VB,O,O,O+O
6,164,perselisihkan,VB,O,O,O+O
6,165,Dan,CC,O,O,O+O
6,165,Dialah,NNP,O,O,O+O
6,165,yang,SC,O,O,O+O
6,165,menjadikan,VB,O,O,O+O
6,165,kamu,NN,O,O,O+O
6,165,penguasa-penguasa,NN,O,O,O+O
6,165,di,IN,O,O,O+O
6,165,bumi,NN,O,O,O+O
6,165,dan,CC,O,O,O+O
6,165,Dia,PRP,O,O,O+O
6,165,meninggikan,VB,O,O,O+O
6,165,sebahagian,NN,O,O,O+O
6,165,kamu,NN,O,O,O+O
6,165,atas,IN,O,O,O+O
6,165,sebahagian,NN,O,O,O+O
6,165,yang,SC,O,O,O+O
6,165,lain,JJ,O,O,O+O
6,165,beberapa,CD,O,O,O+O
6,165,derajat,NN,O,O,O+O
6,165,untuk,SC,O,O,O+O
6,165,mengujimu,VB,O,O,O+O
6,165,tentang,IN,O,O,O+O
6,165,apa,WH,O,O,O+O
6,165,yang,SC,O,O,O+O
6,165,diberikan-Nya,VB,O,O,O+O
6,165,kepadamu,NN,O,O,O+O
6,165,Sesungguhnya,NNP,O,O,O+O
6,165,Tuhanmu,NNP,O,O,O+O
6,165,amat,RB,O,O,O+O
6,165,cepat,JJ,O,O,O+O
6,165,siksaan-Nya,NN,O,O,O+O
6,165,dan,CC,O,O,O+O
6,165,sesungguhnya,RB,O,O,O+O
6,165,Dia,NNP,O,O,O+O
6,165,Maha,NNP,O,O,O+O
6,165,Pengampun,NNP,O,O,O+O
6,165,lagi,RB,O,O,O+O
6,165,Maha,NNP,O,O,O+O
6,165,Penyayang,NNP,O,O,O+O
7,1,Alif,FW,,,+
7,1,laam,FW,,,+
7,1,mim,FW,,,+
7,1,shaad,FW,,,+
7,2,Ini,PR,,,+
7,2,adalah,VB,,,+
7,2,sebuah,NND,,,+
7,2,kitab,NN,,,+
7,2,yang,SC,,,+
7,2,diturunkan,VB,,,+
7,2,kepadamu,NN,,,+
7,2,maka,SC,,,+
7,2,janganlah,MD,,,+
7,2,ada,VB,,,+
7,2,kesempitan,NN,,,+
7,2,di,IN,,,+
7,2,dalam,NN,,,+
7,2,dadamu,NN,,,+
7,2,karenanya,RB,,,+
7,2,supaya,VB,,,+
7,2,kamu,NN,,,+
7,2,memberi,VB,,,+
7,2,peringatan,NN,,,+
7,2,dengan,IN,,,+
7,2,kitab,NN,,,+
7,2,itu,PR,,,+
7,2,kepada,IN,,,+
7,2,orang,NN,,,+
7,2,kafir,NN,,,+
7,2,dan,CC,,,+
7,2,menjadi,VB,,,+
7,2,pelajaran,NN,,,+
7,2,bagi,IN,,,+
7,2,orang-orang,NN,,,+
7,2,yang,SC,,,+
7,2,beriman,NN,,,+
7,3,Ikutilah,NNP,,,+
7,3,apa,WH,,,+
7,3,yang,SC,,,+
7,3,diturunkan,VB,,,+
7,3,kepadamu,NN,,,+
7,3,dari,IN,,,+
7,3,Tuhanmu,NNP,,,+
7,3,dan,CC,,,+
7,3,janganlah,NN,,,+
7,3,kamu,NN,,,+
7,3,mengikuti,VB,,,+
7,3,pemimpin-pemimpin,NN,,,+
7,3,selain-Nya,NN,,,+
7,3,Amat,NNP,,,+
7,3,sedikitlah,VB,,,+
7,3,kamu,NN,,,+
7,3,mengambil,VB,,,+
7,3,pelajaran,NN,,,+
7,3,daripadanya,RB,,,+
7,4,Betapa,CD,,,+
7,4,banyaknya,NN,,,+
7,4,negeri,NN,,,+
7,4,yang,SC,,,+
7,4,telah,MD,,,+
7,4,Kami,PRP,,,+
7,4,binasakan,VB,,,+
7,4,maka,SC,,,+
7,4,datanglah,VB,,,+
7,4,siksaan,NN,,,+
7,4,Kami,PRP,,,+
7,4,menimpa,NN,,,+
7,4,penduduknya,RB,,,+
7,4,di,IN,,,+
7,4,waktu,NN,,,+
7,4,mereka,PRP,,,+
7,4,berada,VB,,,+
7,4,di,IN,,,+
7,4,malam,NN,,,+
7,4,hari,NN,,,+
7,4,atau,CC,,,+
7,4,di,IN,,,+
7,4,waktu,NN,,,+
7,4,mereka,PRP,,,+
7,4,beristirahat,VB,,,+
7,4,di,IN,,,+
7,4,tengah,NN,,,+
7,4,hari,NN,,,+
7,5,Maka,SC,,,+
7,5,tidak,NEG,,,+
7,5,adalah,VB,,,+
7,5,keluhan,NN,,,+
7,5,mereka,PRP,,,+
7,5,di,IN,,,+
7,5,waktu,NN,,,+
7,5,datang,VB,,,+
7,5,kepada,IN,,,+
7,5,mereka,PRP,,,+
7,5,siksaan,NN,,,+
7,5,Kami,PRP,,,+
7,5,kecuali,RB,,,+
7,5,mengatakan,VB,,,+
7,5,Sesungguhnya,RB,,,+
7,5,kami,PRP,,,+
7,5,adalah,VB,,,+
7,5,orang-orang,NN,,,+
7,5,yang,SC,,,+
7,5,zalim,NN,,,+
7,6,Maka,SC,,,+
7,6,sesungguhnya,RB,,,+
7,6,Kami,PRP,,,+
7,6,akan,MD,,,+
7,6,menanyai,VB,,,+
7,6,umat-umat,NN,,,+
7,6,yang,SC,,,+
7,6,telah,MD,,,+
7,6,diutus,VB,,,+
7,6,rasul-rasul,VB,,,+
7,6,kepada,IN,,,+
7,6,mereka,PRP,,,+
7,6,dan,CC,,,+
7,6,sesungguhnya,RB,,,+
7,6,Kami,PRP,,,+
7,6,akan,MD,,,+
7,6,menanyai,VB,,,+
7,6,pula,RB,,,+
7,6,rasul-rasul,VB,,,+
7,6,Kami,PRP,,,+
7,7,maka,SC,,,+
7,7,sesungguhnya,RB,,,+
7,7,akan,MD,,,+
7,7,Kami,PRP,,,+
7,7,kabarkan,VB,,,+
7,7,kepada,IN,,,+
7,7,mereka,PRP,,,+
7,7,apa-apa,WH,,,+
7,7,yang,SC,,,+
7,7,telah,MD,,,+
7,7,mereka,PRP,,,+
7,7,perbuat,VB,,,+
7,7,sedang,MD,,,+
7,7,Kami,PRP,,,+
7,7,mengetahui,VB,,,+
7,7,keadaan,NN,,,+
7,7,mereka,PRP,,,+
7,7,dan,CC,,,+
7,7,Kami,PRP,,,+
7,7,sekali-kali,RB,,,+
7,7,tidak,NEG,,,+
7,7,jauh,JJ,,,+
7,7,dari,IN,,,+
7,7,mereka,PRP,,,+
7,8,Timbangan,NN,,,+
7,8,pada,IN,,,+
7,8,hari,NN,,,+
7,8,itu,PR,,,+
7,8,ialah,VB,,,+
7,8,kebenaran,NN,,,+
7,8,keadilan,NN,,,+
7,8,maka,SC,,,+
7,8,barangsiapa,CD,,,+
7,8,berat,NN,,,+
7,8,timbangan,NN,,,+
7,8,kebaikannya,NN,,,+
7,8,maka,SC,,,+
7,8,mereka,PRP,,,+
7,8,itulah,VB,,,+
7,8,orang-orang,NN,,,+
7,8,yang,SC,,,+
7,8,beruntung,VB,,,+
7,9,Dan,CC,,,+
7,9,siapa,WH,,,+
7,9,yang,SC,,,+
7,9,ringan,NN,,,+
7,9,timbangan,NN,,,+
7,9,kebaikannya,NN,,,+
7,9,maka,SC,,,+
7,9,itulah,VB,,,+
7,9,orang-orang,NN,,,+
7,9,yang,SC,,,+
7,9,merugikan,VB,,,+
7,9,dirinya,RB,,,+
7,9,sendiri,PRP,,,+
7,9,disebabkan,VB,,,+
7,9,mereka,PRP,,,+
7,9,selalu,RB,,,+
7,9,mengingkari,VB,,,+
7,9,ayat-ayat,NN,,,+
7,9,Kami,PRP,,,+
7,10,Sesungguhnya,RB,,,+
7,10,Kami,PRP,,,+
7,10,telah,MD,,,+
7,10,menempatkan,VB,,,+
7,10,kamu,NN,,,+
7,10,sekalian,NN,,,+
7,10,di,IN,,,+
7,10,muka,NN,,,+
7,10,bumi,NN,,,+
7,10,dan,CC,,,+
7,10,Kami,PRP,,,+
7,10,adakan,VB,,,+
7,10,bagimu,VB,,,+
7,10,di,IN,,,+
7,10,muka,NN,,,+
7,10,bumi,NN,,,+
7,10,sumber,NN,,,+
7,10,penghidupan,NN,,,+
7,10,Amat,NNP,,,+
7,10,sedikitlah,VB,,,+
7,10,kamu,NN,,,+
7,10,bersyukur,VB,,,+
7,11,Sesungguhnya,RB,,,+
7,11,Kami,PRP,,,+
7,11,telah,MD,,,+
7,11,menciptakan,VB,,,+
7,11,kamu,NN,,,+
7,11,Adam,NNP,,,+
7,11,lalu,CC,,,+
7,11,Kami,PRP,,,+
7,11,bentuk,NN,,,+
7,11,tubuhmu,NN,,,+
7,11,kemudian,CC,,,+
7,11,Kami,PRP,,,+
7,11,katakan,VB,,,+
7,11,kepada,IN,,,+
7,11,para,DT,,,+
7,11,malaikat,NN,,,+
7,11,Bersujudlah,NNP,,,+
7,11,kamu,VB,,,+
7,11,kepada,IN,,,+
7,11,Adam,NNP,,,+
7,11,maka,SC,,,+
7,11,merekapun,SC,,,+
7,11,bersujud,VB,,,+
7,11,kecuali,NN,,,+
7,11,iblis,NN,,,+
7,11,Dia,PRP,,,+
7,11,tidak,NEG,,,+
7,11,termasuk,VB,,,+
7,11,mereka,PRP,,,+
7,11,yang,SC,,,+
7,11,bersujud,VB,,,+
7,12,Allah,NNP,,,+
7,12,berfirman,NNP,,,+
7,12,Apakah,NNP,,,+
7,12,yang,SC,,,+
7,12,menghalangimu,VB,,,+
7,12,untuk,SC,,,+
7,12,bersujud,VB,,,+
7,12,kepada,IN,,,+
7,12,Adam,NNP,,,+
7,12,di,IN,,,+
7,12,waktu,NN,,,+
7,12,Aku,NNP,,,+
7,12,menyuruhmu,NNP,,,+
7,12,Menjawab,NNP,,,+
7,12,iblis,VB,,,+
7,12,Saya,PRP,,,+
7,12,lebih,RB,,,+
7,12,baik,JJ,,,+
7,12,daripadanya,NN,,,+
7,12,Engkau,NNP,,,+
7,12,ciptakan,VB,,,+
7,12,saya,PRP,,,+
7,12,dari,IN,,,+
7,12,api,NN,,,+
7,12,sedang,MD,,,+
7,12,dia,PRP,,,+
7,12,Engkau,NNP,,,+
7,12,ciptakan,VB,,,+
7,12,dari,IN,,,+
7,12,tanah,NN,,,+
7,13,Allah,NNP,,,+
7,13,berfirman,NNP,,,+
7,13,Turunlah,NNP,,,+
7,13,kamu,VB,,,+
7,13,dari,IN,,,+
7,13,surga,NN,,,+
7,13,itu,PR,,,+
7,13,karena,SC,,,+
7,13,kamu,VB,,,+
7,13,sepatutnya,RB,,,+
7,13,menyombongkan,VB,,,+
7,13,diri,NN,,,+
7,13,di,IN,,,+
7,13,dalamnya,NN,,,+
7,13,maka,SC,,,+
7,13,keluarlah,VB,,,+
7,13,sesungguhnya,RB,,,+
7,13,kamu,VB,,,+
7,13,termasuk,VB,,,+
7,13,orang-orang,NN,,,+
7,13,yang,SC,,,+
7,13,hina,VB,,,+
7,14,Iblis,NNP,,,+
7,14,menjawab,VB,,,+
7,14,Beri,NNP,,,+
7,14,tangguhlah,VB,,,+
7,14,saya,PRP,,,+
7,14,sampai,IN,,,+
7,14,waktu,NN,,,+
7,14,mereka,PRP,,,+
7,14,dibangkitkan,VB,,,+
7,15,Allah,NN,,,+
7,15,berfirman,NN,,,+
7,15,Sesungguhnya,RB,,,+
7,15,kamu,VB,,,+
7,15,termasuk,VB,,,+
7,15,mereka,PRP,,,+
7,15,yang,SC,,,+
7,15,diberi,NN,,,+
7,15,tangguh,JJ,,,+
7,16,Iblis,NNP,,,+
7,16,menjawab,VB,,,+
7,16,Karena,NNP,,,+
7,16,Engkau,NNP,,,+
7,16,telah,MD,,,+
7,16,menghukum,VB,,,+
7,16,saya,PRP,,,+
7,16,tersesat,NN,,,+
7,16,saya,PRP,,,+
7,16,benar-benar,RB,,,+
7,16,akan,MD,,,+
7,16,menghalang-halangi,VB,,,+
7,16,mereka,PRP,,,+
7,16,dari,IN,,,+
7,16,jalan,NN,,,+
7,16,Engkau,NNP,,,+
7,16,yang,SC,,,+
7,16,lurus,RB,,,+
7,17,kemudian,CC,,,+
7,17,saya,PRP,,,+
7,17,akan,MD,,,+
7,17,mendatangi,VB,,,+
7,17,mereka,PRP,,,+
7,17,dari,IN,,,+
7,17,muka,NN,,,+
7,17,dan,CC,,,+
7,17,dari,IN,,,+
7,17,belakang,NN,,,+
7,17,mereka,PRP,,,+
7,17,dari,IN,,,+
7,17,kanan,NN,,,+
7,17,dan,CC,,,+
7,17,dari,IN,,,+
7,17,kiri,NN,,,+
7,17,mereka,PRP,,,+
7,17,Dan,NNP,,,+
7,17,Engkau,NNP,,,+
7,17,tidak,NEG,,,+
7,17,akan,MD,,,+
7,17,mendapati,VB,,,+
7,17,kebanyakan,CD,,,+
7,17,mereka,PRP,,,+
7,17,bersyukur,VB,,,+
7,17,taat,NN,,,+
7,18,Allah,NNP,,,+
7,18,berfirman,NNP,,,+
7,18,Keluarlah,NNP,,,+
7,18,kamu,VB,,,+
7,18,dari,IN,,,+
7,18,surga,NN,,,+
7,18,itu,PR,,,+
7,18,sebagai,IN,,,+
7,18,orang,NN,,,+
7,18,terhina,VB,,,+
7,18,lagi,RB,,,+
7,18,terusir,VB,,,+
7,18,Sesungguhnya,RB,,,+
7,18,barangsiapa,VB,,,+
7,18,di,IN,,,+
7,18,antara,NN,,,+
7,18,mereka,PRP,,,+
7,18,mengikuti,VB,,,+
7,18,kamu,NN,,,+
7,18,benar-benar,NN,,,+
7,18,Aku,NNP,,,+
7,18,akan,MD,,,+
7,18,mengisi,VB,,,+
7,18,neraka,SC,,,+
7,18,Jahannam,NNP,,,+
7,18,dengan,IN,,,+
7,18,kamu,NN,,,+
7,18,semuanya,RB,,,+
7,19,Dan,CC,,,+
7,19,Allah,NNP,,,+
7,19,berfirman,NNP,,,+
7,19,Hai,NNP,,,+
7,19,Adam,NNP,,,+
7,19,bertempat,VB,,,+
7,19,tinggallah,NN,,,+
7,19,kamu,NN,,,+
7,19,dan,CC,,,+
7,19,isterimu,VB,,,+
7,19,di,IN,,,+
7,19,surga,NN,,,+
7,19,serta,CC,,,+
7,19,makanlah,MD,,,+
7,19,olehmu,VB,,,+
7,19,berdua,CD,,,+
7,19,buah-buahan,NN,,,+
7,19,di,IN,,,+
7,19,mana,WH,,,+
7,19,saja,RB,,,+
7,19,yang,SC,,,+
7,19,kamu,VB,,,+
7,19,sukai,NN,,,+
7,19,dan,CC,,,+
7,19,janganlah,NN,,,+
7,19,kamu,NN,,,+
7,19,berdua,OD,,,+
7,19,mendekati,VB,,,+
7,19,pohon,NN,,,+
7,19,ini,PR,,,+
7,19,lalu,CC,,,+
7,19,menjadilah,NN,,,+
7,19,kamu,NN,,,+
7,19,berdua,OD,,,+
7,19,termasuk,VB,,,+
7,19,orang-orang,NN,,,+
7,19,yang,SC,,,+
7,19,zalim,NN,,,+
7,20,Maka,SC,,,+
7,20,syaitan,NN,,,+
7,20,membisikkan,VB,,,+
7,20,pikiran,NN,,,+
7,20,jahat,VB,,,+
7,20,kepada,IN,,,+
7,20,keduanya,CD,,,+
7,20,untuk,SC,,,+
7,20,menampakkan,VB,,,+
7,20,kepada,IN,,,+
7,20,keduanya,CD,,,+
7,20,apa,WH,,,+
7,20,yang,SC,,,+
7,20,tertutup,VB,,,+
7,20,dari,IN,,,+
7,20,mereka,PRP,,,+
7,20,yaitu,SC,,,+
7,20,auratnya,RB,,,+
7,20,dan,CC,,,+
7,20,syaitan,NN,,,+
7,20,berkata,VB,,,+
7,20,Tuhan,NN,,,+
7,20,kamu,NN,,,+
7,20,tidak,NEG,,,+
7,20,melarangmu,VB,,,+
7,20,dan,CC,,,+
7,20,mendekati,VB,,,+
7,20,pohon,NN,,,+
7,20,ini,PR,,,+
7,20,melainkan,VB,,,+
7,20,supaya,NN,,,+
7,20,kamu,NN,,,+
7,20,berdua,OD,,,+
7,20,tidak,NEG,,,+
7,20,menjadi,VB,,,+
7,20,malaikat,NN,,,+
7,20,atau,CC,,,+
7,20,tidak,NEG,,,+
7,20,menjadi,VB,,,+
7,20,orang-orang,NN,,,+
7,20,yang,SC,,,+
7,20,kekal,JJ,,,+
7,20,dalam,IN,,,+
7,20,surga,NN,,,+
7,21,Dan,CC,,,+
7,21,dia,PRP,,,+
7,21,syaitan,NN,,,+
7,21,bersumpah,NN,,,+
7,21,kepada,IN,,,+
7,21,keduanya,CD,,,+
7,21,Sesungguhnya,NN,,,+
7,21,saya,PRP,,,+
7,21,adalah,VB,,,+
7,21,termasuk,VB,,,+
7,21,orang,NN,,,+
7,21,yang,SC,,,+
7,21,memberi,VB,,,+
7,21,nasehat,VB,,,+
7,21,kepada,IN,,,+
7,21,kamu,NN,,,+
7,21,berdua,OD,,,+
7,22,maka,SC,,,+
7,22,syaitan,NN,,,+
7,22,membujuk,VB,,,+
7,22,keduanya,CD,,,+
7,22,untuk,SC,,,+
7,22,memakan,VB,,,+
7,22,buah,NN,,,+
7,22,itu,PR,,,+
7,22,dengan,SC,,,+
7,22,tipu,VB,,,+
7,22,daya,NN,,,+
7,22,Tatkala,NNP,,,+
7,22,keduanya,RB,,,+
7,22,telah,MD,,,+
7,22,merasai,VB,,,+
7,22,buah,NND,,,+
7,22,kayu,NN,,,+
7,22,itu,PR,,,+
7,22,nampaklah,VB,,,+
7,22,bagi,IN,,,+
7,22,keduanya,CD,,,+
7,22,aurat-auratnya,NN,,,+
7,22,dan,CC,,,+
7,22,mulailah,VB,,,+
7,22,keduanya,CD,,,+
7,22,menutupinya,NN,,,+
7,22,dengan,SC,,,+
7,22,daun-daun,VB,,,+
7,22,surga,NN,,,+
7,22,Kemudian,NNP,,,+
7,22,Tuhan,NNP,,,+
7,22,mereka,PRP,,,+
7,22,menyeru,VB,,,+
7,22,mereka,PRP,,,+
7,22,Bukankah,NNP,,,+
7,22,Aku,NNP,,,+
7,22,telah,MD,,,+
7,22,melarang,VB,,,+
7,22,kamu,NN,,,+
7,22,berdua,OD,,,+
7,22,dari,IN,,,+
7,22,pohon,NN,,,+
7,22,kayu,NN,,,+
7,22,itu,PR,,,+
7,22,dan,CC,,,+
7,22,Aku,NNP,,,+
7,22,katakan,VB,,,+
7,22,kepadamu,NN,,,+
7,22,Sesungguhnya,NN,,,+
7,22,syaitan,NN,,,+
